"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,8166666667;0,8105555556;0,7972222222;0,807;0,8111111111;0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333
0,8105555556;0,7972222222;0,807;0,8111111111;0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111
0,7972222222;0,807;0,8111111111;0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111;0,83
0,807;0,8111111111;0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111;0,83;0,83
0,8111111111;0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111;0,83;0,83;0,8241777778
0,8077777778;0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111;0,83;0,83;0,8241777778;0,8211111111
0,8088888889;0,8188888889;0,82;0,8233333333;0,8211111111;0,83;0,83;0,8241777778;0,8211111111;0,8211111111
0,8188888889;0,82;0,8233333333;0,8211111111;0,83;0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556
0,82;0,8233333333;0,8211111111;0,83;0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667
0,8233333333;0,8211111111;0,83;0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889
0,8211111111;0,83;0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667
0,83;0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222
0,83;0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556
0,8241777778;0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778
0,8211111111;0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111
0,8211111111;0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81
0,8255555556;0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222
0,8266666667;0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222;0,8
0,8288888889;0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222;0,8;0,7933333333
0,8266666667;0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222;0,8;0,7933333333;0,7944444444
0,8222222222;0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333
0,8155555556;0,8177777778;0,8111111111;0,81;0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556
0,8177777778;0,8111111111;0,81;0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556
0,8111111111;0,81;0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556
0,81;0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111
0,8022222222;0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111
0,8;0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111
0,7933333333;0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333
0,7944444444;0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667
0,7933333333;0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556
0,7905555556;0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889
0,7845555556;0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333
0,7755555556;0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333
0,7711111111;0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778
0,7771111111;0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778
0,7811111111;0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444
0,7833333333;0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111
0,7816666667;0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222
0,7855555556;0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444
0,7888888889;0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111
0,7833333333;0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444
0,7833333333;0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889
0,7777777778;0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222
0,7777777778;0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111
0,7844444444;0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333
0,7811111111;0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444
0,7822222222;0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667
0,7744444444;0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83
0,7911111111;0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556
0,8044444444;0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556
0,8088888889;0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778
0,8022222222;0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556
0,8011111111;0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889
0,8133333333;0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889
0,8144444444;0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81
0,8266666667;0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889
0,83;0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444
0,8244555556;0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556
0,8255555556;0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556;0,82
0,8077777778;0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889
0,8055555556;0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667
0,8088888889;0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333
0,8088888889;0,81;0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667
0,81;0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778
0,8088888889;0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889
0,8144444444;0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222
0,8155555556;0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83
0,82;0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889
0,8188888889;0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333
0,8166666667;0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333
0,8249333333;0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111
0,8266666667;0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82
0,8277777778;0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111
0,8288888889;0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444
0,8322222222;0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333
0,83;0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333;0,82
0,8286888889;0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667
0,8333333333;0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667
0,8333333333;0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444
0,8211111111;0,82;0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111
0,82;0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667
0,8111111111;0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667
0,8144444444;0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222
0,8233333333;0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82
0,82;0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333
0,8066666667;0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667
0,8106666667;0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222
0,8144444444;0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222;0,79
0,8111111111;0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333
0,8066666667;0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667
0,8166666667;0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444
0,8222222222;0,82;0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778
0,82;0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222
0,8133333333;0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444
0,7938666667;0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81
0,7922222222;0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889
0,79;0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333
0,7933333333;0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222
0,7893666667;0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444
0,7944444444;0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889
0,7877777778;0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889
0,7822222222;0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82
0,7944444444;0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111
0,81;0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111
0,8048888889;0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111;0,814
0,8133333333;0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111;0,814;0,8155555556
0,8122222222;0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889
0,8044444444;0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778
0,8088888889;0,8138888889;0,82;0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778;0,83
0,8138888889;0,82;0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667
0,82;0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556
0,8251111111;0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778
0,8111111111;0,814;0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889
0,814;0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222
0,8155555556;0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444
0,8199888889;0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444
0,8277777778;0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556
0,83;0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778
0,8278666667;0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889
0,8355555556;0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667
0,8327777778;0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444
0,8388888889;0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889
0,8422222222;0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111
0,8544444444;0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222
0,8544444444;0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111
0,8555555556;0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778
0,8467777778;0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444
0,8488888889;0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111
0,8666666667;0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222
0,8744444444;0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778
0,8788888889;0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667
0,8811111111;0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778
0,8822222222;0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667
0,8811111111;0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444
0,8877777778;0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111
0,8944444444;0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333
0,9111111111;0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556
0,9122222222;0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667
0,9177777778;0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9
0,9116666667;0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778
0,9077777778;0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889
0,9066666667;0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778
0,9044444444;0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667
0,9011111111;0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111
0,8978333333;0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556
0,8955555556;0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444
0,9016666667;0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87
0,9;0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87;0,87
0,9027777778;0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87;0,87;0,8611111111
0,9038888889;0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87;0,87;0,8611111111;0,8611111111
0,9103777778;0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87;0,87;0,8611111111;0,8611111111;0,8644444444
0,8866666667;0,8861111111;0,8744555556;0,8744444444;0,87;0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778
0,8861111111;0,8744555556;0,8744444444;0,87;0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222
0,8744555556;0,8744444444;0,87;0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667
0,8744444444;0,87;0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444
0,87;0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89
0,87;0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778
0,8611111111;0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556
0,8611111111;0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556;0,89
0,8644444444;0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556;0,89;0,9011111111
0,8677777778;0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556;0,89;0,9011111111;0,9011111111
0,8722222222;0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556;0,89;0,9011111111;0,9011111111;0,9166666667
0,8666666667;0,8715444444;0,89;0,8877777778;0,8855555556;0,89;0,9011111111;0,9011111111;0,9166666667;0,9122222222
0,8715444444;0,89;0,8877777778;0,8855555556;0,89;0,9011111111;0,9011111111;0,9166666667;0,9122222222;0,9077777778
